cand_id,cand_name,spe_id,spe_nam,ele_type,can_office_state,can_office_dis,can_office,cand_pty_aff,exp_amo,exp_date,agg_amo,sup_opp,pur,pay,file_num,amndt_ind,tran_id,image_num,receipt_dat,fec_election_yr,prev_file_num,dissem_dt
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","MI","00","P","REPUBLICAN PARTY","2400","01-FEB-24","14150","O","Ad Production","Big If True Media LLC","1758950","A1","500172325","202402229622163343","22-FEB-24","2024","1756639","17-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","MI","00","P","REPUBLICAN PARTY","2750","20-FEB-24","14150","O","Media Production","Manhattan Creative Group","1758950","A1","500173336","202402229622163346","22-FEB-24","2024","1756639","17-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","MI","00","P","REPUBLICAN PARTY","7500","","14150","O","Media Production","Manhattan Creative Group","1758950","A1","500173206","202402229622163345","22-FEB-24","2024","1756639","17-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","FL","00","P","REPUBLICAN PARTY","1500","16-FEB-24","99139.34","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1756639","N","500173211","202402179619791640","17-FEB-24","2024","","18-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","FL","00","P","REPUBLICAN PARTY","2400","01-FEB-24","99139.34","O","Ad Production","Big If True Media LLC","1756639","N","500173208","202402179619791639","17-FEB-24","2024","","18-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","FL","00","P","REPUBLICAN PARTY","7500","","99139.34","O","Media Production","Manhattan Creative Group","1756639","N","500173207","202402179619791641","17-FEB-24","2024","","18-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","MI","00","P","REPUBLICAN PARTY","1500","16-FEB-24","11400","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1756639","N","500173210","202402179619791640","17-FEB-24","2024","","17-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","MI","00","P","REPUBLICAN PARTY","2400","01-FEB-24","11400","O","Ad Production","Big If True Media LLC","1756639","N","500172325","202402179619791639","17-FEB-24","2024","","17-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","MI","00","P","REPUBLICAN PARTY","7500","","11400","O","Media Production","Manhattan Creative Group","1756639","N","500173206","202402179619791641","17-FEB-24","2024","","17-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","500","18-MAR-24","3000","O","Digital Advertising - Production Reported 2.20.24","Lever Communications (FKA Joe Trippi & Associates Inc)","1764315","N","500174814","202403199622501190","19-MAR-24","2024","","17-MAR-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","625","22-FEB-24","2500","O","Digital Advertising - Production Reported 2.10.24","Lever Communications (FKA Joe Trippi & Associates Inc)","1759878","N","500173435","202402249622283987","24-FEB-24","2024","","21-FEB-24"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","17750","04-AUG-23","68092.32","O","Ad Production","Third Act Media LLC","1721044","N","500160694","202308059596497231","05-AUG-23","2024","","03-AUG-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","500","28-JUL-23","50342.32","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1718692","N","500160411","202307299584145714","29-JUL-23","2024","","27-JUL-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","7312.5","01-MAY-23","50342.32","O","Media Production Services","Manhattan Creative Group","1718692","N","500160288","202307299584145715","29-JUL-23","2024","","27-JUL-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","4958.33","29-SEP-23","90513.15","O","Media Production","Manhattan Creative Group","1727509","N","500163320","202310039597395356","03-OCT-23","2024","","02-OCT-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","FL","00","P","REPUBLICAN PARTY","1750","02-OCT-23","19672.34","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1727509","N","500163485","202310039597395357","03-OCT-23","2024","","02-OCT-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","FL","00","P","REPUBLICAN PARTY","4958.34","29-SEP-23","19672.34","O","Media Production","Manhattan Creative Group","1727509","N","500163319","202310039597395359","03-OCT-23","2024","","02-OCT-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","FL","00","P","REPUBLICAN PARTY","12964","29-SEP-23","19672.34","O","Television Advertising","202 Consulting Solutions LLC","1727509","N","500163318","202310039597395358","03-OCT-23","2024","","02-OCT-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","NY","00","P","REPUBLICAN PARTY","750","02-OCT-23","7642.33","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1727509","N","500163486","202310039597395357","03-OCT-23","2024","","02-OCT-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","NY","00","P","REPUBLICAN PARTY","1934","03-OCT-23","7642.33","O","Television Advertising","202 Consulting Solutions LLC","1727509","N","500163487","202310039597395358","03-OCT-23","2024","","03-OCT-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","NY","00","P","REPUBLICAN PARTY","4958.33","29-SEP-23","7642.33","O","Media Production","Manhattan Creative Group","1727509","N","500163491","202310039597395356","03-OCT-23","2024","","02-OCT-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","500","01-MAY-23","34717.32","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1707327","N","500155448","202306149582150856","14-JUN-23","2024","","29-APR-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","1734.04","14-JUN-23","34717.32","O","Television Advertising","202 Consulting Solutions LLC","1707327","N","500157360","202306149582150855","14-JUN-23","2024","","14-JUN-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","2000","13-JUN-23","34717.32","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1707327","N","500157204","202306149582150857","14-JUN-23","2024","","12-JUN-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","14833.28","12-JUN-23","34717.32","O","Television Advertising","202 Consulting Solutions LLC","1707327","N","500157203","202306149582150855","14-JUN-23","2024","","13-JUN-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","15150","12-JUN-23","34717.32","O","Media Production","Manhattan Creative Group","1707327","N","500157205","202306149582150857","14-JUN-23","2024","","12-JUN-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","2250","14-DEC-23","102263.15","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1738747","N","500167669","202312159599470730","15-DEC-23","2024","","13-DEC-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","DC","00","P","REPUBLICAN PARTY","9500","04-DEC-23","102263.15","O","Ad Production","Third Act Media LLC","1738747","N","500167668","202312159599470731","15-DEC-23","2024","","13-DEC-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","NY","00","P","REPUBLICAN PARTY","2250","14-DEC-23","19392.33","O","Digital Advertising","Lever Communications (FKA Joe Trippi & Associates Inc)","1738747","N","500167670","202312159599470730","15-DEC-23","2024","","13-DEC-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","NY","00","P","REPUBLICAN PARTY","9500","04-DEC-23","19392.33","O","Ad Production","Third Act Media LLC","1738747","N","500167051","202312159599470731","15-DEC-23","2024","","13-DEC-23"
"P80001571","TRUMP, DONALD","C00725820","The Lincoln Project","P","FL","00","P","REPUBLICAN PARTY","1000","01-MAR-24","50759.33","O","Ad Production","Third Act Media LLC","1761290","N","500173840","202403029622299891","02-MAR-24","2024","","03-MAR-24"
"S2TX00312","CRUZ, RAFAEL","C00796045","Truth and Courage PAC","P","TX","00","S","REPUBLICAN PARTY","40280.5","05-JAN-24","40280.5","S","COLLATERAL MATERIALS- SIGNS","CATAMARAN CONSUTLING","1741829","N","SE24.7","202401069599980123","06-JAN-24","2024","","05-JAN-24"
"P40011991","DESANTIS, RONALD DION","C90015322","UNIDOSUS ACTION FUND","P","NV","00","P","REPUBLICAN PARTY","9856","12-JUN-23","9856","O","Nevada Digital Ad Production and Buy - Estimate","Solidarity Strategies","1707085","N","F57.4187","202306139582142926","13-JUN-23","2024","",""
"P40011991","DESANTIS, RONALD DION","C90015322","UNIDOSUS ACTION FUND","P","AZ","00","P","REPUBLICAN PARTY","9856","12-JUN-23","9856","O","Arizona Digital Ad Production and Buy - Estimate","Solidarity Strategies","1707085","N","F57.4186","202306139582142926","13-JUN-23","2024","",""
"H4CA45121","NGUYEN, KIM","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","DEMOCRATIC PARTY","319.82","15-FEB-24","13603.01","S","Staff Time","UNITE HERE Local 11 (Nonprofit 501 (c)(5))","1756725","N","500656447","202402179619792155","17-FEB-24","2024","","15-FEB-24"
"H4CA45121","NGUYEN, KIM","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","DEMOCRATIC PARTY","54.43","17-FEB-24","13603.01","S","Voter Data","Political Data, Inc.","1756725","N","500656446","202402179619792154","17-FEB-24","2024","","17-FEB-24"
"H4CA45121","NGUYEN, KIM","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","DEMOCRATIC PARTY","1742.52","17-FEB-24","13603.01","S","Mailers","Image Cube","1756725","N","500656445","202402179619792152","17-FEB-24","2024","","17-FEB-24"
"H4CA45121","NGUYEN, KIM","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","DEMOCRATIC PARTY","874.35","16-FEB-24","13603.01","S","Mailers","Image Cube","1756725","N","500656443","202402179619792150","17-FEB-24","2024","","16-FEB-24"
"H4CA45121","NGUYEN, KIM","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","DEMOCRATIC PARTY","30.58","16-FEB-24","13603.01","S","Voter Data","Political Data, Inc.","1756725","N","500656444","202402179619792153","17-FEB-24","2024","","16-FEB-24"
"H0CA48198","STEEL, MICHELLE","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","REPUBLICAN PARTY","6970.09","17-FEB-24","13603.01","O","Mailers","Image Cube","1756725","N","500656441","202402179619792152","17-FEB-24","2024","","17-FEB-24"
"H0CA48198","STEEL, MICHELLE","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","REPUBLICAN PARTY","3278.83","16-FEB-24","13603.01","O","Mailers","Image Cube","1756725","N","500656439","202402179619792150","17-FEB-24","2024","","16-FEB-24"
"H0CA48198","STEEL, MICHELLE","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","REPUBLICAN PARTY","217.72","17-FEB-24","13603.01","O","Voter Data","Political Data, Inc.","1756725","N","500656442","202402179619792154","17-FEB-24","2024","","17-FEB-24"
"H0CA48198","STEEL, MICHELLE","C00869305","UNITE HERE Local 11 PAC Federal","P","CA","45","H","REPUBLICAN PARTY","114.67","16-FEB-24","13603.01","O","Voter Data","Political Data, Inc.","1756725","N","500656440","202402179619792153","17-FEB-24","2024","","16-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30888.59","13-FEB-24","92665.77","S","Mailing","Resonance Campaigns","1755843","N","SE.4286","202402149619774067","14-FEB-24","2024","","13-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30888.59","22-FEB-24","249431.54","S","Mailing","Resonance Campaigns","1759948","N","SE.4295","202402259622284110","25-FEB-24","2024","","22-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30891","24-FEB-24","280322.54","S","Mailing","Resonance Campaigns","1759949","N","SE.4333","202402259622284111","25-FEB-24","2024","","24-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30888.59","08-FEB-24","61777.18","S","Mailing","Resonance Campaigns","1754865","N","SE.4279","202402089619701588","08-FEB-24","2024","","08-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30888.59","20-FEB-24","154442.95","S","Mailing","Resonance Campaigns","1758229","N","SE.4292","202402209619869723","20-FEB-24","2024","","20-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","7000","01-MAR-24","318214.38","S","Digital Ads","Sunny Day Strategies","1761163","N","SE.4340","202403019622299407","01-MAR-24","2024","","01-MAR-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30891.84","27-FEB-24","311214.38","S","Mailing","Resonance Campaigns","1760208","N","SE.4337","202402279622287620","27-FEB-24","2024","","27-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30888.59","15-FEB-24","123554.36","S","Mailing","Resonance Campaigns","1755991","N","SE.4287","202402159619777306","15-FEB-24","2024","","15-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","64100","20-FEB-24","218542.95","S","Digital Ad/Production","Sunny Day Strategies","1758229","N","SE.4293","202402209619869723","20-FEB-24","2024","","20-FEB-24"
"H4CA47085","MIN, DAVE","C00739771","UNITE TO WIN","P","CA","47","H","DEMOCRATIC PARTY","30888.59","06-FEB-24","30888.59","S","Mailing","Resonance Campaigns","1754865","N","SE.4277","202402089619701588","08-FEB-24","2024","","06-FEB-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","43743.07","","43743.07","O","Direct Mail","Community Support Communication Services LLC","1762019","N","EBC6B8B9195854B5A803","202403059622316099","05-MAR-24","2024","","04-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","12555","","494453.18","O","Media Placement","Targeted Platform Media LLC","1763886","N","EE632C769A3D44E979F7","202403169622431877","16-MAR-24","2024","","16-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","39469.09","","481898.18","O","Direct Mail","Community Support Communication Services LLC","1763583","N","EAFDB7C25F7574CB18CD","202403149622414330","14-MAR-24","2024","","13-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","75000","","442429.09","O","Media Production/Placement","MVAR Media LLC","1763365","N","E2B7AF904F9AC4090A40","202403139622408025","13-MAR-24","2024","","12-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","60000","","442429.09","O","Media Placement","Targeted Platform Media LLC","1763365","N","E3AF2242C49A94BF68F7","202403139622408025","13-MAR-24","2024","","12-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","38969.09","","307429.09","O","Direct Mail","Community Support Communication Services LLC","1763171","N","E0F7B6B05E2BA49FBAC3","202403129622405083","12-MAR-24","2024","","11-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","39469.09","","268460","O","Direct Mail","Community Support Communication Services LLC","1762645","N","EADBF2B55792C4B5C99B","202403089622355869","08-MAR-24","2024","","08-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","39469.09","","228990.91","O","Direct Mail","Community Support Communication Services LLC","1762492","N","EE3627EDCE3A0489B808","202403079622348979","07-MAR-24","2024","","06-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","85778.75","","189521.82","O","Media Production/Placement","MVAR Media LLC","1762218","N","E3BFFA3C33A354408A40","202403069622320438","06-MAR-24","2024","","05-MAR-24"
"H0IL07167","Collins, Kina","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","IL","07","H","DEMOCRATIC PARTY","60000","","189521.82","O","Media Placement","Targeted Platform Media LLC","1762218","N","ECC2E8085CC214016817","202403069622320438","06-MAR-24","2024","","05-MAR-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","10230.28","","4640814.8","O","Direct Mail","Mission Control Inc","1760602","N","E2B34ED6A78394E498D6","202402289622294923","28-FEB-24","2024","","27-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","46152.68","","2900584.52","O","Direct Mail","Mission Control Inc","1760313","N","E33BB37D83FF24633B70","202402279622289411","27-FEB-24","2024","","26-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","10000","","2613034.16","O","Media Placement","Uplift","1759717","N","E54C2A6B943B84C1DA20","202402239622282930","23-FEB-24","2024","","22-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","46074.68","","2719931.84","O","Direct Mail","Mission Control Inc","1759717","N","E1CE39D48BFF24F08A01","202402239622282931","23-FEB-24","2024","","23-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","60823","","2719931.84","O","GOTV Phone Calls","The Phone Consultants","1759717","N","E4AD3D0F5F2EC437A99F","202402239622282930","23-FEB-24","2024","","23-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","1730000","","4640814.8","O","Media Placement","Targeted Platform Media LLC","1760602","N","EBD823EEC88364FD79B7","202402289622294923","28-FEB-24","2024","","27-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","46113.68","","4686928.48","O","Direct Mail","Mission Control Inc","1760879","N","ED5FA2A093576457F84A","202402299622297435","29-FEB-24","2024","","28-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","32899.93","","4719828.41","O","Direct Mail","Mission Control Inc","1761150","N","E1A4E18E0134240A883E","202403019622299359","01-MAR-24","2024","","29-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","47313.74","","47313.74","O","Direct Mail","Mission Control INC","1754281","N","E64B5CB1084A2479EB5C","202402049619675687","04-FEB-24","2024","","02-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","27668.21","","757038.1","O","Direct Mail","Mission Control Inc","1755371","N","EE192343B6C3B40E9826","202402129619760261","12-FEB-24","2024","","10-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","10610.34","","1493762.12","O","Direct Mail","Mission Control Inc","1756177","N","EC29F1B3187A040D485F","202402159619781033","15-FEB-24","2024","","13-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","100000","","1493762.12","O","Media Placement","Uplift","1756177","N","E1FE51760E12E4191B19","202402159619781033","15-FEB-24","2024","","13-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","580000","","1493762.12","O","Media Placement","Targeted Platform Media LLC","1756177","N","E2B449ABC2D1442F5914","202402159619781034","15-FEB-24","2024","","13-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","12500","","2854431.84","O","Media Production","Sena Kozar Strategies","1759977","N","EF1CB37D4A2A24C6FBAB","202402259622285398","25-FEB-24","2024","","24-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","12500","","660310.74","O","Media Production","Sena Kozar Strategies","1754949","N","E9204CD9CD8CC4C4F840","202402089619753610","08-FEB-24","2024","","06-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","600497","","660310.74","O","Media Placement","Targeted Platform Media LLC","1754949","N","E213484034F624CBC8F9","202402089619753610","08-FEB-24","2024","","06-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","23037.34","","2603034.16","O","Direct Mail","Mission Control Inc","1759134","N","E055F99A12B5A4578B07","202402229622181541","22-FEB-24","2024","","21-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","50613.68","","710924.42","O","Direct Mail","Mission Control INC","1755004","N","E0B835C81C434487AB7D","202402099619754803","09-FEB-24","2024","","07-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","46113.68","","1579875.8","O","Direct Mail","Mission Control Inc","1756487","N","E88994F28ADD04A22A5E","202402169619789069","16-FEB-24","2024","","15-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","930859","","2556959.48","O","Media Placement","Targeted Platform Media LLC","1758741","N","E8C2A36C6A31945F0BFE","202402219622160659","21-FEB-24","2024","","20-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","23056.84","","803151.78","O","Direct Mail","Mission Control Inc","1755848","N","E3FD538D4886D4B808AA","202402149619774088","14-FEB-24","2024","","12-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","46224.68","","1626100.48","O","Direct Mail","Mission Control Inc","1758220","N","E9BA339F5D00940B3981","202402209619869557","20-FEB-24","2024","","19-FEB-24"
"H4CA47085","Min, Dave","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","122000","","2854431.84","O","Media Placement","Targeted Platform Media LLC","1759977","N","ED2BA4558CAA64CAAB69","202402259622285398","25-FEB-24","2024","","24-FEB-24"
"H4CA47119","Weiss, Joanna","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","23037.34","","2603034.16","S","Direct Mail","Mission Control Inc","1759134","N","E84486DE44CA14E3FA11","202402229622181541","22-FEB-24","2024","","21-FEB-24"
"H4CA47119","Weiss, Joanna","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","40000","","1533762.12","S","GOTV Phone Calls","The Phone Consultants","1756486","N","EDCC2ECAAAD594B00A04","202402169619789068","16-FEB-24","2024","","14-FEB-24"
"H4CA47119","Weiss, Joanna","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","23056.84","","803151.78","S","Direct Mail","Mission Control Inc","1755848","N","E3F14CC99DE334E7C810","202402149619774088","14-FEB-24","2024","","12-FEB-24"
"H4CA47119","Weiss, Joanna","C00799031","UNITED DEMOCRACY PROJECT (UDP)","P","CA","47","H","DEMOCRATIC PARTY","18445.47","","757038.1","S","Direct Mail","Mission Control Inc","1755371","N","E7E05BC8264FA4356950","202402129619760261","12-FEB-24","2024","","10-FEB-24"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","348.8","","16180.91","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1740571","N","SE-S1402235","202312219599920180","21-DEC-23","2024","","21-DEC-23"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","591.45","","16180.91","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1740571","N","SE-S1402239","202312219599920182","21-DEC-23","2024","","21-DEC-23"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","360.8","","879.46","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1753974","N","SE-S1567917","202402019619652339","01-FEB-24","2024","","01-FEB-24"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","496.11","","879.46","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1753974","N","SE-S1567913","202402019619652337","01-FEB-24","2024","","01-FEB-24"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","518.65","","879.46","S","PHONEBANK PAYROLL SERVICES(ESTIMATE)","LAV SERVICES LLC","1753974","N","SE-S1567921","202402019619652338","01-FEB-24","2024","","01-FEB-24"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","879.46","","879.46","S","PHONEBANK IT/TECH SUPPORT(ESTIMATE)","WIRED4DATA","1753974","N","SE-S1567925","202402019619652340","01-FEB-24","2024","","01-FEB-24"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","81.98","","5877.79","S","CAGING AND DATABASE SERVICES(ESTIMATE)","STANDARD DATA SERVICES LLC","1766021","N","SE-S1597627","202403219627386228","21-MAR-24","2024","","21-MAR-24"
"H6FL09070","BILIRAKIS, GUS","C00685982","UNITED VETERANS ALLIANCE OF AMERICA PAC","P","FL","12","H","REPUBLICAN PARTY","112.72","","5877.79","S","LEADS / PHONE LISTS(ESTIMATE)","CLOUD DATA SERVICES","1766021","N","SE-S1597623","202403219627386226","21-MAR-24","2024","","21-MAR-24"
